StandID;ForTyp;Structure_Class;Variant;Forest_Type;Structure_Class_Description
4698;999;NA;CA;NA;NA
4699;999;NA;CA;NA;NA
4700;367;3=UR;CA;Whitebark pine;Understory Reinitiation (3)
4702;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4703;281;1=SI;CA;Lodgepole pine;NA
4705;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4706;999;1=SI;CA;NA;NA
4708;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4709;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4710;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4713;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4715;281;1=SI;CA;Lodgepole pine;NA
4716;999;1=SI;CA;NA;NA
4718;999;1=SI;CA;NA;NA
4720;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4721;281;1=SI;CA;Lodgepole pine;NA
4722;281;1=SI;CA;Lodgepole pine;NA
4723;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4725;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
4726;281;1=SI;CA;Lodgepole pine;NA
4728;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4729;996;4=YM;CA;NA;Young Forest Multistrata (4)
4730;996;2=SE;CA;NA;Stem Exclusion (2)
4732;996;3=UR;CA;NA;Understory Reinitiation (3)
4733;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4735;996;1=SI;CA;NA;NA
4736;281;1=SI;CA;Lodgepole pine;NA
4737;999;1=SI;CA;NA;NA
4738;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4739;999;0=BG;CA;NA;Bare Ground (0)
4740;281;1=SI;CA;Lodgepole pine;NA
4743;281;1=SI;CA;Lodgepole pine;NA
4746;999;1=SI;CA;NA;NA
4748;367;1=SI;CA;Whitebark pine;NA
4749;367;1=SI;CA;Whitebark pine;NA
4750;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
4752;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
4754;201;1=SI;CA;Douglas-fir;NA
4755;999;1=SI;CA;NA;NA
4756;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4757;999;0=BG;CA;NA;Bare Ground (0)
4761;281;1=SI;CA;Lodgepole pine;NA
4762;281;1=SI;CA;Lodgepole pine;NA
4763;281;1=SI;CA;Lodgepole pine;NA
4765;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4766;281;1=SI;CA;Lodgepole pine;NA
4767;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4768;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4769;281;1=SI;CA;Lodgepole pine;NA
4770;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4771;999;1=SI;CA;NA;NA
4773;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4780;999;0=BG;CA;NA;Bare Ground (0)
4781;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4784;281;1=SI;CA;Lodgepole pine;NA
4786;999;1=SI;CA;NA;NA
4787;999;0=BG;CA;NA;Bare Ground (0)
4788;999;NA;CA;NA;NA
4789;999;0=BG;CA;NA;Bare Ground (0)
4790;999;NA;CA;NA;NA
4795;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
4796;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4797;281;1=SI;CA;Lodgepole pine;NA
4798;999;0=BG;CA;NA;Bare Ground (0)
4799;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4801;996;2=SE;CA;NA;Stem Exclusion (2)
4803;996;3=UR;CA;NA;Understory Reinitiation (3)
4804;281;1=SI;CA;Lodgepole pine;NA
4805;281;1=SI;CA;Lodgepole pine;NA
4807;281;1=SI;CA;Lodgepole pine;NA
4808;999;0=BG;CA;NA;Bare Ground (0)
4810;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
4813;367;3=UR;CA;Whitebark pine;Understory Reinitiation (3)
4817;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4818;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4820;999;0=BG;CA;NA;Bare Ground (0)
4821;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4822;997;2=SE;CA;NA;Stem Exclusion (2)
4823;996;1=SI;CA;NA;NA
4824;281;1=SI;CA;Lodgepole pine;NA
4825;366;1=SI;CA;Limber pine;NA
4828;366;1=SI;CA;Limber pine;NA
4829;281;1=SI;CA;Lodgepole pine;NA
4830;281;1=SI;CA;Lodgepole pine;NA
4831;281;1=SI;CA;Lodgepole pine;NA
4832;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4833;281;1=SI;CA;Lodgepole pine;NA
4834;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4836;999;1=SI;CA;NA;NA
4837;999;0=BG;CA;NA;Bare Ground (0)
4840;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4841;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4842;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4843;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4845;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4850;261;3=UR;CA;White fir;Understory Reinitiation (3)
4851;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
4852;261;4=YM;CA;White fir;Young Forest Multistrata (4)
4853;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4854;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
4855;996;2=SE;CA;NA;Stem Exclusion (2)
4857;368;1=SI;CA;Misc. western softwoods;NA
4858;996;3=UR;CA;NA;Understory Reinitiation (3)
4859;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4863;999;1=SI;CA;NA;NA
4864;996;3=UR;CA;NA;Understory Reinitiation (3)
4865;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
4870;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4871;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4873;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4874;281;1=SI;CA;Lodgepole pine;NA
4875;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4876;996;4=YM;CA;NA;Young Forest Multistrata (4)
4877;996;3=UR;CA;NA;Understory Reinitiation (3)
4880;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
4882;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4885;996;2=SE;CA;NA;Stem Exclusion (2)
4886;304;2=SE;CA;Western redcedar;Stem Exclusion (2)
4887;261;3=UR;CA;White fir;Understory Reinitiation (3)
4888;304;2=SE;CA;Western redcedar;Stem Exclusion (2)
4889;999;1=SI;CA;NA;NA
4890;999;1=SI;CA;NA;NA
4893;999;1=SI;CA;NA;NA
4894;999;1=SI;CA;NA;NA
4896;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
4897;261;1=SI;CA;White fir;NA
4899;261;3=UR;CA;White fir;Understory Reinitiation (3)
4900;999;3=UR;CA;NA;Understory Reinitiation (3)
4901;304;3=UR;CA;Western redcedar;Understory Reinitiation (3)
4904;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4905;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4908;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4910;201;1=SI;CA;Douglas-fir;NA
4911;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4912;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4914;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4916;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4917;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4918;261;3=UR;CA;White fir;Understory Reinitiation (3)
4920;281;1=SI;CA;Lodgepole pine;NA
4921;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4922;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
4923;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
4924;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4926;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4927;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4930;261;3=UR;CA;White fir;Understory Reinitiation (3)
4931;996;2=SE;CA;NA;Stem Exclusion (2)
4932;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
4933;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
4936;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4937;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4938;261;1=SI;CA;White fir;NA
4939;996;2=SE;CA;NA;Stem Exclusion (2)
4941;996;2=SE;CA;NA;Stem Exclusion (2)
4946;996;1=SI;CA;NA;NA
4947;281;1=SI;CA;Lodgepole pine;NA
4948;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4950;261;2=SE;CA;White fir;Stem Exclusion (2)
4951;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4953;996;2=SE;CA;NA;Stem Exclusion (2)
4954;996;6=OM;CA;NA;Old Forest Multistrata (6)
4956;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
4959;281;1=SI;CA;Lodgepole pine;NA
4960;996;3=UR;CA;NA;Understory Reinitiation (3)
4961;368;1=SI;CA;Misc. western softwoods;NA
4962;996;3=UR;CA;NA;Understory Reinitiation (3)
4963;996;3=UR;CA;NA;Understory Reinitiation (3)
4967;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4969;999;1=SI;CA;NA;NA
4970;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
4971;999;0=BG;CA;NA;Bare Ground (0)
4972;999;0=BG;CA;NA;Bare Ground (0)
4974;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
4975;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
4976;999;0=BG;CA;NA;Bare Ground (0)
4977;999;1=SI;CA;NA;NA
4978;901;1=SI;CA;Aspen;NA
4981;901;3=UR;CA;Aspen;Understory Reinitiation (3)
4983;221;1=SI;CA;Ponderosa pine;NA
4984;281;1=SI;CA;Lodgepole pine;NA
4985;281;1=SI;CA;Lodgepole pine;NA
4986;281;1=SI;CA;Lodgepole pine;NA
4989;281;1=SI;CA;Lodgepole pine;NA
4994;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
4996;996;2=SE;CA;NA;Stem Exclusion (2)
4997;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5000;281;1=SI;CA;Lodgepole pine;NA
5002;281;1=SI;CA;Lodgepole pine;NA
5003;999;1=SI;CA;NA;NA
5007;999;0=BG;CA;NA;Bare Ground (0)
5008;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5010;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5013;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5014;221;6=OM;CA;Ponderosa pine;Old Forest Multistrata (6)
5015;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5017;281;1=SI;CA;Lodgepole pine;NA
5019;999;1=SI;CA;NA;NA
5020;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
5021;281;1=SI;CA;Lodgepole pine;NA
5023;999;1=SI;CA;NA;NA
5025;201;1=SI;CA;Douglas-fir;NA
5027;221;1=SI;CA;Ponderosa pine;NA
5029;999;0=BG;CA;NA;Bare Ground (0)
5030;281;1=SI;CA;Lodgepole pine;NA
5031;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5032;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5035;999;1=SI;CA;NA;NA
5039;281;1=SI;CA;Lodgepole pine;NA
5041;999;0=BG;CA;NA;Bare Ground (0)
5043;281;1=SI;CA;Lodgepole pine;NA
5044;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5046;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
5049;996;2=SE;CA;NA;Stem Exclusion (2)
5051;996;3=UR;CA;NA;Understory Reinitiation (3)
5053;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5054;996;3=UR;CA;NA;Understory Reinitiation (3)
5056;996;3=UR;CA;NA;Understory Reinitiation (3)
5057;281;1=SI;CA;Lodgepole pine;NA
5058;999;1=SI;CA;NA;NA
5060;281;1=SI;CA;Lodgepole pine;NA
5061;281;1=SI;CA;Lodgepole pine;NA
5063;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5064;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5067;999;NA;CA;NA;NA
5070;201;1=SI;CA;Douglas-fir;NA
5072;999;1=SI;CA;NA;NA
5073;999;1=SI;CA;NA;NA
5074;281;1=SI;CA;Lodgepole pine;NA
5075;999;0=BG;CA;NA;Bare Ground (0)
5076;366;1=SI;CA;Limber pine;NA
5080;367;1=SI;CA;Whitebark pine;NA
5081;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5083;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
5086;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5087;281;1=SI;CA;Lodgepole pine;NA
5090;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5092;996;3=UR;CA;NA;Understory Reinitiation (3)
5093;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5094;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5096;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5097;281;1=SI;CA;Lodgepole pine;NA
5099;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5100;281;1=SI;CA;Lodgepole pine;NA
5101;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5102;996;3=UR;CA;NA;Understory Reinitiation (3)
5103;996;2=SE;CA;NA;Stem Exclusion (2)
5104;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5105;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
5106;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
5108;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5109;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5110;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5112;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5113;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5114;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5120;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5121;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5122;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5123;281;1=SI;CA;Lodgepole pine;NA
5125;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5126;996;3=UR;CA;NA;Understory Reinitiation (3)
5128;996;1=SI;CA;NA;NA
5129;999;1=SI;CA;NA;NA
5130;999;1=SI;CA;NA;NA
5132;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5133;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5134;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5136;201;1=SI;CA;Douglas-fir;NA
5137;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5138;261;2=SE;CA;White fir;Stem Exclusion (2)
5139;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5140;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5142;996;4=YM;CA;NA;Young Forest Multistrata (4)
5143;996;3=UR;CA;NA;Understory Reinitiation (3)
5144;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5145;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5146;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5150;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5151;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
5153;221;1=SI;CA;Ponderosa pine;NA
5155;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5156;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5157;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5158;996;2=SE;CA;NA;Stem Exclusion (2)
5160;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5162;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5164;241;2=SE;CA;Western white pine;Stem Exclusion (2)
5165;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
5166;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5168;999;1=SI;CA;NA;NA
5170;999;0=BG;CA;NA;Bare Ground (0)
5175;301;1=SI;CA;Western hemlock;NA
5176;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5181;281;1=SI;CA;Lodgepole pine;NA
5183;999;1=SI;CA;NA;NA
5187;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5188;996;3=UR;CA;NA;Understory Reinitiation (3)
5193;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5195;996;2=SE;CA;NA;Stem Exclusion (2)
5196;281;1=SI;CA;Lodgepole pine;NA
5200;201;1=SI;CA;Douglas-fir;NA
5204;281;1=SI;CA;Lodgepole pine;NA
5205;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5206;368;6=OM;CA;Misc. western softwoods;Old Forest Multistrata (6)
5208;996;2=SE;CA;NA;Stem Exclusion (2)
5209;261;2=SE;CA;White fir;Stem Exclusion (2)
5210;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5213;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5214;201;1=SI;CA;Douglas-fir;NA
5216;201;1=SI;CA;Douglas-fir;NA
5220;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5227;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5229;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
5230;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5231;999;1=SI;CA;NA;NA
5234;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5236;996;3=UR;CA;NA;Understory Reinitiation (3)
5245;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
5247;999;1=SI;CA;NA;NA
5249;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
5250;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
5254;221;1=SI;CA;Ponderosa pine;NA
5255;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
5259;996;1=SI;CA;NA;NA
5261;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5262;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5268;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5273;201;1=SI;CA;Douglas-fir;NA
5278;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
5281;999;0=BG;CA;NA;Bare Ground (0)
5284;901;3=UR;CA;Aspen;Understory Reinitiation (3)
5287;221;1=SI;CA;Ponderosa pine;NA
5290;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5291;366;3=UR;CA;Limber pine;Understory Reinitiation (3)
5292;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5296;996;2=SE;CA;NA;Stem Exclusion (2)
5299;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5300;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5301;996;1=SI;CA;NA;NA
5302;996;2=SE;CA;NA;Stem Exclusion (2)
5303;901;2=SE;CA;Aspen;Stem Exclusion (2)
5305;996;2=SE;CA;NA;Stem Exclusion (2)
5306;997;1=SI;CA;NA;NA
5307;996;5=OS;CA;NA;Old Forest Single Stratum (5)
5308;997;3=UR;CA;NA;Understory Reinitiation (3)
5314;996;2=SE;CA;NA;Stem Exclusion (2)
5316;996;2=SE;CA;NA;Stem Exclusion (2)
5317;996;2=SE;CA;NA;Stem Exclusion (2)
5319;996;2=SE;CA;NA;Stem Exclusion (2)
5320;996;2=SE;CA;NA;Stem Exclusion (2)
5321;996;1=SI;CA;NA;NA
5322;996;2=SE;CA;NA;Stem Exclusion (2)
5324;996;2=SE;CA;NA;Stem Exclusion (2)
5327;996;2=SE;CA;NA;Stem Exclusion (2)
5330;996;2=SE;CA;NA;Stem Exclusion (2)
5336;996;1=SI;CA;NA;NA
5340;996;2=SE;CA;NA;Stem Exclusion (2)
5342;996;2=SE;CA;NA;Stem Exclusion (2)
5343;996;2=SE;CA;NA;Stem Exclusion (2)
5345;997;3=UR;CA;NA;Understory Reinitiation (3)
5346;996;2=SE;CA;NA;Stem Exclusion (2)
5351;996;5=OS;CA;NA;Old Forest Single Stratum (5)
5352;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5355;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5356;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5358;221;6=OM;CA;Ponderosa pine;Old Forest Multistrata (6)
5359;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5361;996;2=SE;CA;NA;Stem Exclusion (2)
5362;221;5=OS;CA;Ponderosa pine;Old Forest Single Stratum (5)
5365;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5367;996;2=SE;CA;NA;Stem Exclusion (2)
5369;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5370;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5371;221;5=OS;CA;Ponderosa pine;Old Forest Single Stratum (5)
5374;996;3=UR;CA;NA;Understory Reinitiation (3)
5375;996;2=SE;CA;NA;Stem Exclusion (2)
5377;996;5=OS;CA;NA;Old Forest Single Stratum (5)
5378;996;2=SE;CA;NA;Stem Exclusion (2)
5381;996;2=SE;CA;NA;Stem Exclusion (2)
5382;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5383;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5385;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
5386;996;2=SE;CA;NA;Stem Exclusion (2)
5387;996;1=SI;CA;NA;NA
5392;996;1=SI;CA;NA;NA
5399;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5400;996;2=SE;CA;NA;Stem Exclusion (2)
5401;996;2=SE;CA;NA;Stem Exclusion (2)
5403;997;3=UR;CA;NA;Understory Reinitiation (3)
5404;996;3=UR;CA;NA;Understory Reinitiation (3)
5405;996;1=SI;CA;NA;NA
5406;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5408;996;2=SE;CA;NA;Stem Exclusion (2)
5409;996;2=SE;CA;NA;Stem Exclusion (2)
5410;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5411;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5412;997;2=SE;CA;NA;Stem Exclusion (2)
5413;261;2=SE;CA;White fir;Stem Exclusion (2)
5415;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5416;996;2=SE;CA;NA;Stem Exclusion (2)
5417;996;2=SE;CA;NA;Stem Exclusion (2)
5418;996;1=SI;CA;NA;NA
5419;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5420;996;2=SE;CA;NA;Stem Exclusion (2)
5421;996;3=UR;CA;NA;Understory Reinitiation (3)
5422;996;2=SE;CA;NA;Stem Exclusion (2)
5423;997;3=UR;CA;NA;Understory Reinitiation (3)
5426;996;2=SE;CA;NA;Stem Exclusion (2)
5427;996;3=UR;CA;NA;Understory Reinitiation (3)
5429;996;3=UR;CA;NA;Understory Reinitiation (3)
5430;999;1=SI;CA;NA;NA
5431;996;3=UR;CA;NA;Understory Reinitiation (3)
5432;261;1=SI;CA;White fir;NA
5434;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5435;996;2=SE;CA;NA;Stem Exclusion (2)
5437;996;2=SE;CA;NA;Stem Exclusion (2)
5438;996;2=SE;CA;NA;Stem Exclusion (2)
5439;996;2=SE;CA;NA;Stem Exclusion (2)
5440;996;3=UR;CA;NA;Understory Reinitiation (3)
5442;996;3=UR;CA;NA;Understory Reinitiation (3)
5443;996;2=SE;CA;NA;Stem Exclusion (2)
5444;996;2=SE;CA;NA;Stem Exclusion (2)
5446;996;2=SE;CA;NA;Stem Exclusion (2)
5447;996;2=SE;CA;NA;Stem Exclusion (2)
5450;996;2=SE;CA;NA;Stem Exclusion (2)
5452;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5453;996;3=UR;CA;NA;Understory Reinitiation (3)
5454;996;1=SI;CA;NA;NA
5455;996;2=SE;CA;NA;Stem Exclusion (2)
5459;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5460;221;5=OS;CA;Ponderosa pine;Old Forest Single Stratum (5)
5461;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5463;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5464;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5465;261;6=OM;CA;White fir;Old Forest Multistrata (6)
5466;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
5467;221;1=SI;CA;Ponderosa pine;NA
5468;996;1=SI;CA;NA;NA
5469;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
5470;261;1=SI;CA;White fir;NA
5471;183;6=OM;CA;Western juniper;Old Forest Multistrata (6)
5472;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
5473;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5474;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5476;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5477;301;1=SI;CA;Western hemlock;NA
5478;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
5480;911;1=SI;CA;Red alder;NA
5481;201;1=SI;CA;Douglas-fir;NA
5483;262;6=OM;CA;Red fir;Old Forest Multistrata (6)
5485;304;3=UR;CA;Western redcedar;Understory Reinitiation (3)
5486;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5487;301;5=OS;CA;Western hemlock;Old Forest Single Stratum (5)
5488;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
5489;262;2=SE;CA;Red fir;Stem Exclusion (2)
5490;301;6=OM;CA;Western hemlock;Old Forest Multistrata (6)
5491;911;1=SI;CA;Red alder;NA
5493;911;1=SI;CA;Red alder;NA
5494;911;1=SI;CA;Red alder;NA
5497;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
5499;183;3=UR;CA;Western juniper;Understory Reinitiation (3)
5500;183;1=SI;CA;Western juniper;NA
5501;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
5502;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5503;183;2=SE;CA;Western juniper;Stem Exclusion (2)
5505;183;2=SE;CA;Western juniper;Stem Exclusion (2)
5506;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
5507;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
5508;941;3=UR;CA;Tanoak;Understory Reinitiation (3)
5509;932;6=OM;CA;Canyon live oak / interior live oak;Old Forest Multistrata (6)
5512;941;2=SE;CA;Tanoak;Stem Exclusion (2)
5514;943;3=UR;CA;Giant chinkapin;Understory Reinitiation (3)
5515;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
5518;201;1=SI;CA;Douglas-fir;NA
5523;941;3=UR;CA;Tanoak;Understory Reinitiation (3)
5524;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
5526;201;1=SI;CA;Douglas-fir;NA
5529;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
5530;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
